card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST12-001,Roronoa Zoro & Sanji,L,Leader,,4,Slash/Strike,5000,,Green/Blue,2,Straw Hat Crew,[DON!! x1] [When Attacking] [Once Per Turn] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Set up to 1 of your Characters with 7000 power or less as active.,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-001.png
ST12-002,Kuina,C,Character,3,,Slash,2000,1000,Green,2,Frost Moon Village,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 4 or less.,[] Play this card.,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-002.png
ST12-003,Dracule Mihawk,SR,Character,3,,Slash,4000,2000,Green,2,The Seven Warlords of the Sea/Muggy Kingdom,"[On Play] If you have 2 or less Characters, play up to 1 {Muggy Kingdom} type or <Slash> attribute Character card with a cost of 4 or less other than [Dracule Mihawk] from your hand rested.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-003.png
ST12-004,Humandrill,C,Character,3,,Wisdom,5000,1000,Green,2,Animal/Muggy Kingdom,,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-004.png
ST12-005,Perona,C,Character,4,,Special,6000,1000,Green,2,Muggy Kingdom/Thriller Bark Pirates,,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-005.png
ST12-006,Yosaku & Johnny,C,Character,2,,Slash,3000,1000,Green,2,East Blue,"[DON!! x1] [When Attacking] Choose one:
• Rest up to 1 of your opponent's Characters with a cost of 2 or less.
• K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-006.png
ST12-007,Rika,C,Character,2,,Wisdom,,2000,Green,2,East Blue,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): If your opponent has 3 or more Life cards, set up to 1 of your <Slash> attribute Characters with a cost of 4 or less as active.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-007.png
ST12-008,Roronoa Zoro,C,Character,4,,Slash,6000,,Green,2,Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-008.png
ST12-009,Elephant True Bluefin,C,Character,1,,Strike,3000,1000,Blue,2,Animal,,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-009.png
ST12-010,Emporio.Ivankov,SR,Character,3,,Special,4000,1000,Blue,2,Impel Down/Revolutionary Army,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2. Then, place the rest at the top or bottom of your deck.
[When Attacking] [Once Per Turn] Draw 1 card if you have 6 or less cards in your hand.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-010.png
ST12-011,Sanji,C,Character,2,,Strike,3000,,Blue,2,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have 5 or less cards in your hand, this Character gains +2000 power until the start of your next turn.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-011.png
ST12-012,Charlotte Pudding,C,Character,2,,Wisdom,2000,2000,Blue,2,Big Mom Pirates,[Activate: Main] Return this Character to the owner's hand.,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-012.png
ST12-013,Zeff,C,Character,5,,Strike,5000,1000,Blue,2,East Blue,"[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.
[When Attacking] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2 rested. Then, place the rest at the top or bottom of your deck.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-013.png
ST12-014,Duval,C,Character,2,,Strike,1000,1000,Blue,2,The Flying Fish Riders,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-014.png
ST12-015,Patty & Carne,C,Character,2,,Slash,4000,1000,Blue,2,East Blue,,,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-015.png
ST12-016,Lion Strike,C,Event,2,,,,,Green,2,Straw Hat Crew,[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards with a cost of 4 or less.,[] Activate this card's [Main] effect.,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-016.png
ST12-017,Plastic Surgery Shot,C,Event,1,,,,,Blue,2,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, reveal 1 card from the top of your deck, play up to 1 Character card with a cost of 2, and place the rest at the top or bottom of your deck.",,-Zoro & Sanji- [ST-12],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST12-017.png
