card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP09-042_p2,Buggy,L,Leader,,5,Slash,5000,,Blue,3,The Four Emperors/Cross Guild,[Activate: Main] You may rest 5 of your DON!! cards and trash 1 card from your hand: Play up to 1 {Cross Guild} type Character card from your hand.,,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-042_p2.png
OP09-043_r1,Alvida,UC,Character,5,,Strike,6000,1000,Blue,3,Cross Guild,"[On K.O.] If your Leader has the {Cross Guild} type, play up to 1 Character card with a cost of 5 or less other than [Alvida] from your hand.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-043_r1.png
OP09-045_r1,Cabaji,UC,Character,5,,Slash,5000,2000,Blue,3,Cross Guild,"If you have a [Buggy] or [Mohji] Character, this Character cannot be K.O.'d in battle.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-045_r1.png
OP09-051_r1,Buggy,R,Character,10,,Slash,12000,,Blue,3,The Four Emperors/Cross Guild,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-051_r1.png
OP09-053_r1,Mohji,UC,Character,5,,Wisdom,5000,2000,Blue,3,Cross Guild,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Richie] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Richie] from your hand.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-053_r1.png
OP09-054_r1,Richie,C,Character,2,,Strike,2000,1000,Blue,3,Animal/Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-054_r1.png
OP09-055_r1,Mr.1(Daz.Bonez),C,Character,5,,Slash,7000,1000,Blue,3,Cross Guild/Former Baroque Works,,,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-055_r1.png
OP09-056_r1,Mr.3(Galdino),R,Character,1,,Special,2000,1000,Blue,3,Cross Guild/Former Baroque Works,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card or card with a type including ""Baroque Works"" other than [Mr.3(Galdino)] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-056_r1.png
OP09-057_p1,Cross Guild,R,Event,1,,,,,Blue,3,Cross Guild,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[] Activate this card's [Main] effect.,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-057_p1.png
P-084_r1,Buggy,P,Character,7,,Slash,8000,,Blue,3,The Four Emperors/Cross Guild,"This Character cannot attack.
If your Leader is [Buggy], all Characters with a cost of 3 or 4 cannot attack.
[On Play] Play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-084_r1.png
ST25-001,Alvida,C,Character,4,,Strike,5000,1000,Blue,3,Cross Guild,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains +1 cost.
[On Play] If your Leader is [Buggy], draw 3 cards and trash 2 cards from your hand.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST25-001.png
ST25-002,Cabaji,C,Character,4,,Slash,1000,2000,Blue,3,Cross Guild,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains [Blocker] and +1 cost.
(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Opponent's Turn] This Character gains +5000 power.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST25-002.png
ST25-003,Crocodile & Mihawk,SR,Character,8,,Slash/Special,7000,,Blue,3,Cross Guild/Former Baroque Works,"[On Play] Draw 2 cards and trash 1 card from your hand. Then, play up to 1 {Cross Guild} type Character card with a cost of 4 or less from your hand.
[Once Per Turn] If your {Cross Guild} type Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST25-003.png
ST25-004,Buggy,SR,Character,4,,Slash,1000,1000,Blue,3,The Four Emperors/Cross Guild,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader is [Buggy], play up to 1 {Cross Guild} type Character card with a cost of 6 or less from your hand.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST25-004.png
ST25-005,Mohji,C,Character,4,,Wisdom,1000,2000,Blue,3,Cross Guild,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains [Blocker] and +1 cost.
(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On K.O.] If your Leader is [Buggy] and you have 3 or less cards in your hand, draw 1 card.",,-Blue Buggy- [ST-25],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST25-005.png
