card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP06-022_p3,Yamato,L,Leader,,4,Strike,5000,,Green/Yellow,2,Land of Wano,"[Double Attack] (This card deals 2 damage.)
[Activate: Main] [Once Per Turn] If your opponent has 3 or less Life cards, give up to 2 rested DON!! cards to 1 of your Characters.",,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-022_p3.png
OP06-100_r2,Inuarashi,UC,Character,4,,Slash,5000,1000,Yellow,2,Minks/Land of Wano/The Akazaya Nine,[DON!! x2] [When Attacking] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,"[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-100_r2.png
OP06-103_r1,Kawamatsu,C,Character,3,,Slash,5000,,Yellow,2,Fish-Man/Land of Wano/The Akazaya Nine,[When Attacking] You may trash 2 cards from your hand: Add up to 1 of your Characters with 0 power to the top or bottom of the owner's Life cards face-up.,"[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-103_r1.png
OP06-104_r1,Kikunojo,R,Character,4,,Slash,6000,,Yellow,2,Land of Wano/The Akazaya Nine,"[On K.O.] If your opponent has 3 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.","[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-104_r1.png
OP06-109_r1,Denjiro,UC,Character,5,,Slash,6000,,Yellow,2,Land of Wano/The Akazaya Nine,"[DON!! x2] If your opponent has 3 or less Life cards, this Character cannot be K.O.'d by effects.","[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-109_r1.png
OP06-110_r2,Nekomamushi,UC,Character,4,,Slash,5000,1000,Yellow,2,Minks/Land of Wano/The Akazaya Nine,[DON!! x2] This Character can also attack your opponent's active Characters.,"[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-110_r2.png
OP06-112_r1,Raizo,C,Character,3,,Slash,4000,1000,Yellow,2,Land of Wano/The Akazaya Nine,[When Attacking] You may trash 1 card from your hand: Rest up to 1 of your opponent's DON!! cards.,"[] If your opponent has 3 or less Life cards, play this card.",-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-112_r1.png
OP07-116_p1,Blaze Slice,R,Event,1,,,,,Yellow,2,Land of Wano/The Akazaya Nine,"[Main]/[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, if your opponent has 2 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",[] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-116_p1.png
OP09-035_r1,Portgas.D.Ace,UC,Character,5,,Special,5000,2000,Green,3,ODYSSEY/Whitebeard Pirates,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's Characters with a cost of 5 or less.",,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-035_r1.png
ST13-016_r1,Yamato,C,Character,5,,Strike,4000,2000,Yellow,2,Land of Wano,"[Rush] (This card can attack on the turn in which it is played.)
[On Play] Look at all your Life cards; place 1 at the top of your deck and place the rest back in your Life area in any order.",,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST13-016_r1.png
ST28-001,Ashura Doji,C,Character,3,,Slash,3000,1000,Yellow,3,Land of Wano/The Akazaya Nine,"[On Play] If your Leader has the {Land of Wano} type and your opponent has 3 or more Life cards, K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.",,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST28-001.png
ST28-002,Izo,C,Character,2,,Ranged,1000,1000,Yellow,3,Land of Wano/Former Whitebeard Pirates,"[DON!! x2] This Character gains [Blocker].
[On Play] Your {Land of Wano} type Leader gains [Banish] during this turn.",,-Green/Yellow Yamato- [ST-28],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST28-002.png
