card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST05-001,Shanks,L,Leader,,5,Slash,5000,,Purple,1,FILM/The Four Emperors/Red-Haired Pirates,[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): All of your {FILM} type Characters gain +2000 power during this turn.,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-001.png
ST05-002,Ain,C,Character,4,,Special,5000,,Purple,1,FILM/Neo Navy,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-002.png
ST05-003,Ann,C,Character,2,,Special,3000,,Purple,1,FILM/The Pirates Fest,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-003.png
ST05-004,Uta,C,Character,4,,Special,5000,1000,Purple,1,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-004.png
ST05-005,Carina,C,Character,2,,Wisdom,3000,1000,Purple,1,FILM/Grantesoro,"[Activate: Main] [Once Per Turn] You may rest this Character and trash 1 {FILM} type card from your hand: If your opponent has more DON!! cards on their field than you, add 2 DON!! cards from your DON!! deck and rest them.",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-005.png
ST05-006,Gild Tesoro,C,Character,5,,Special,6000,,Purple,1,FILM/Grantesoro,[When Attacking] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards.,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-006.png
ST05-007,Gordon,C,Character,1,,Wisdom,3000,1000,Purple,1,FILM,,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-007.png
ST05-008,Shiki,C,Character,6,,Slash,7000,1000,Purple,1,FILM/Golden Lion Pirates,"If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle.",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-008.png
ST05-009,Scarlet,C,Character,2,,Strike,3000,1000,Purple,1,FILM/Animal/Golden Lion Pirates,,[] Play this card.,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-009.png
ST05-010,Z,C,Character,7,,Strike,8000,,Purple,1,FILM/Neo Navy,"When this Character battles <Strike> attribute Characters, this Character gains +3000 power during this turn.
[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +2000 power during this turn.",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-010.png
ST05-011,Douglas Bullet,C,Character,8,,Special,10000,,Purple,1,FILM/The Pirates Fest,"[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 2 of your opponent's Characters with a cost of 6 or less. Then, this Character gains [Double Attack] during this turn.
(This card deals 2 damage.)",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-011.png
ST05-012,Baccarat,SR,Character,3,,Special,5000,1000,Purple,1,FILM/Grantesoro,,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-012.png
ST05-013,Bins,SR,Character,4,,Special,6000,1000,Purple,1,FILM/Neo Navy,,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-013.png
ST05-014,Buena Festa,C,Character,1,,Wisdom,,2000,Purple,1,FILM/The Pirates Fest,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Buena Festa] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-014.png
ST05-015,Dr. Indigo,C,Character,2,,Wisdom,4000,1000,Purple,1,FILM/Scientist/Golden Lion Pirates,,,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-015.png
ST05-016,Lion's Threat Imperial Earth Bind,C,Event,3,,,,,Purple,1,FILM/Golden Lion Pirates,[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-016.png
ST05-017,Union Armada,C,Event,2,,,,,Purple,1,FILM/The Pirates Fest,"[Counter] Up to 1 of your {FILM} type Leader or Character cards gains +4000 power during this battle. If that card is a Character, that Character cannot be K.O.'d during this turn.",[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE FILM edition- [ST-05],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST05-017.png
