card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST08-001,Monkey.D.Luffy,L,Leader,,5,Strike,5000,,Black,1,Straw Hat Crew,"[Your Turn] When a Character is K.O.'d, give up to 1 rested DON!! card to this Leader.",,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-001.png
ST08-002,Uta,SR,Character,2,,Special,3000,,Black,1,FILM,"This Character cannot be K.O.'d in battle by Leaders.
[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.",,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-002.png
ST08-003,Gaimon,C,Character,2,,Wisdom,4000,1000,Black,1,East Blue,,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-003.png
ST08-004,Koby,C,Character,4,,Strike,1000,1000,Black,1,Navy,[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-004.png
ST08-005,Shanks,SR,Character,9,,Slash,10000,,Black,1,Red-Haired Pirates,[On Play] You may trash 1 card from your hand: K.O. all Characters with a cost of 1 or less.,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-005.png
ST08-006,Shirahoshi,C,Character,4,,Wisdom,,1000,Black,1,Merfolk,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.",,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-006.png
ST08-007,Nefeltari Vivi,C,Character,3,,Slash,1000,1000,Black,1,Alabasta,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[] Play this card.,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-007.png
ST08-008,Higuma,C,Character,1,,Slash,2000,1000,Black,1,Mountain Bandits,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-008.png
ST08-009,Makino,C,Character,2,,Wisdom,,2000,Black,1,Windmill Village,"[On Play] If there is a Character with a cost of 0, draw 1 card.",,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-009.png
ST08-010,Monkey.D.Garp,C,Character,5,,Strike,7000,1000,Black,1,Navy,,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-010.png
ST08-011,Monkey.D.Luffy,C,Character,3,,Strike,5000,1000,Black,1,Straw Hat Crew,,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-011.png
ST08-012,Laboon,C,Character,4,,Strike,6000,1000,Black,1,Animal,,,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-012.png
ST08-013,Mr.2.Bon.Kurei(Bentham),C,Character,5,,Strike,6000,,Black,1,Former Baroque Works,"[DON!! x1] At the end of a battle in which this Character battles your opponent's Character, you may K.O. the opponent’s Character you battled with. If you do, K.O. this Character.",,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-013.png
ST08-014,Gum-Gum Bell,C,Event,2,,,,,Black,1,Straw Hat Crew,[Main] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −7 cost during this turn.,[] Add up to 1 black Character card with a cost of 2 or less from your trash to your hand.,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-014.png
ST08-015,Gum-Gum Pistol,C,Event,3,,,,,Black,1,Straw Hat Crew,[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,[] Draw 1 card.,-Side Monkey.D.Luffy- [ST-08],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST08-015.png
