card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
EB01-001_p2,Kouzuki Oden,L,Leader,,4,Slash,5000,,Red/Green,2,Land of Wano/Kouzuki Clan,"All of your {Land of Wano} type Character cards without a Counter have a +1000 Counter, according to the rules.
[DON!! x1] [When Attacking] If you have a {Land of Wano} type Character with a cost of 5 or more, this Leader gains +1000 power until the start of your next turn.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-001_p2.png
EB01-021_p2,Hannyabal,L,Leader,,4,Slash,5000,,Blue/Purple,2,Impel Down,[End of Your Turn] You may return 1 of your {Impel Down} type Characters with a cost of 2 or more to the owner's hand: Add up to 1 DON!! card from your DON!! deck and set it as active.,,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-021_p2.png
EB01-040_p2,Kyros,L,Leader,,4,Slash,5000,,Black/Yellow,2,Dressrosa,[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.,,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p2.png
EB02-001,Karoo,C,Character,5,,Strike,7000,1000,Red,3,Animal/Alabasta,,,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-001.png
EB02-002,Sabo,R,Character,4,,Special,5000,2000,Red,3,Dressrosa/Revolutionary Army,[Activate: Main] You may rest this Character: Up to 1 of your {Revolutionary Army} type Characters other than [Sabo] gains +2000 power during this turn.,,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-002.png
EB02-003,Tony Tony.Chopper,R,Character,3,,Strike,3000,1000,Red,3,Animal/Drum Kingdom/Straw Hat Crew,"[DON!! x2] [Opponent's Turn] This Character gains +2000 power.
[On Play] If your Leader has the {Straw Hat Crew} type, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-003.png
EB02-003_p1,Tony Tony.Chopper,R,Character,3,,Strike,3000,1000,Red,3,Animal/Drum Kingdom/Straw Hat Crew,"[DON!! x2] [Opponent's Turn] This Character gains +2000 power.
[On Play] If your Leader has the {Straw Hat Crew} type, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-003_p1.png
EB02-004,Don Accino,C,Character,8,,Special,10000,1000,Red,3,Accino Family,,,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-004.png
EB02-005,Fake Straw Hat Crew,C,Character,2,,Ranged,3000,,Red,3,Fake Straw Hat Crew,"[Your Turn] This Character gains +2000 power.
[Opponent's Turn] Give this Character −2000 power.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-005.png
EB02-006,Yamato,SR,Character,6,,Strike,7000,,Red,3,Land of Wano,"[Activate: Main] [Once Per Turn] If your Leader has the {Land of Wano} type or is [Portgas.D.Ace], give up to 1 rested DON!! card to 1 of your Leader. Then, this Character gains [Rush] during this turn.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-006.png
EB02-006_p1,Yamato,SR,Character,6,,Strike,7000,,Red,3,Land of Wano,"[Activate: Main] [Once Per Turn] If your Leader has the {Land of Wano} type or is [Portgas.D.Ace], give up to 1 rested DON!! card to 1 of your Leader. Then, this Character gains [Rush] during this turn.",,-Anime 25th collection- [EB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-006_p1.png
