card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
EB03-001,Nefeltari Vivi,L,Leader,,4,Slash,5000,,Red/Blue,4,Alabasta,"[Once Per Turn] If your Character with a base cost of 4 or more would be K.O.'d, you may trash 1 card from your hand instead.
[Activate: Main] You may rest this Leader: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, up to 1 of your Characters without a [When Attacking] effect gains [Rush] during this turn.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-001.png
EB03-001_p1,Nefeltari Vivi,L,Leader,,4,Slash,5000,,Red/Blue,4,Alabasta,"[Once Per Turn] If your Character with a base cost of 4 or more would be K.O.'d, you may trash 1 card from your hand instead.
[Activate: Main] You may rest this Leader: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, up to 1 of your Characters without a [When Attacking] effect gains [Rush] during this turn.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-001_p1.png
EB03-002,Ain,C,Character,5,,Special,6000,2000,Red,4,FILM/Neo Navy,,,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-002.png
EB03-003,Uta,SR,Character,5,,Special,7000,,Red,4,FILM,"[On Play] If your Leader is [Uta], draw 2 cards. Then, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-003.png
EB03-003_p1,Uta,SR,Character,5,,Special,7000,,Red,4,FILM,"[On Play] If your Leader is [Uta], draw 2 cards. Then, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-003_p1.png
EB03-004,Carina,C,Character,3,,Wisdom,2000,1000,Red,4,FILM/Grantesoro,"[Blocker]
[Opponent's Turn] If your Leader is multicolored and you have no Characters with 6000 base power or more, this Character gains +4000 power.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-004.png
EB03-005,Sugar,R,Character,3,,Special,,1000,Red,4,Donquixote Pirates,"[On Play] If your Leader is [Sugar], play up to 1 {Donquixote Pirates} type Character card with 6000 power or less from your hand rested.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-005.png
EB03-006,Nami,R,Character,5,,Wisdom,7000,,Red,4,Alabasta/Straw Hat Crew,"[On Play] You may give your active Leader −5000 power during this turn: Draw 1 card.
[Activate: Main] [Once Per Turn] If your Leader has the {Alabasta} type, give up to 1 of your opponent's Characters −1000 power during this turn.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-006.png
EB03-007,Baccarat,C,Character,4,,Special,5000,1000,Red,4,FILM/Grantesoro,"[Blocker]
[On K.O.] Play up to 1 Character card with 6000 power or less and no base effect from your hand.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-007.png
EB03-008,Hibari,R,Character,3,,Ranged,5000,,Red,4,Navy/SWORD,"[On Play]/[When Attacking] Up to 1 of your {SWORD} type Leader or Character cards can also attack active Characters during this turn.
[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1000 power during this turn.",,-ONE PIECE Heroines Edition- [EB-03],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB03-008.png
