card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP01-060_p2,Donquixote Doflamingo,L,Leader,,5,Special,5000,,Blue,1,The Seven Warlords of the Sea/Donquixote Pirates,"[DON!! x2] [When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type Character card with a cost of 4 or less, you may play that card rested.",,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-060_p2.png
OP01-073_r1,Donquixote Doflamingo,R,Character,3,,Special,4000,1000,Blue,1,The Seven Warlords of the Sea/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-073_r1.png
OP01-086_r1,Overheat,R,Event,2,,,,,Blue,1,The Seven Warlords of the Sea/Donquixote Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, return up to 1 active Character with a cost of 3 or less to the owner's hand.",[] Return up to 1 Character with a cost of 4 or less to the owner's hand.,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-086_r1.png
OP02-054_r1,Gecko Moria,C,Character,4,,Special,6000,1000,Blue,1,The Seven Warlords of the Sea/Thriller Bark Pirates,,,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-054_r1.png
OP02-057_r1,Bartholomew Kuma,UC,Character,3,,Strike,3000,1000,Blue,1,The Seven Warlords of the Sea/Revolutionary Army,"[On Play] Look at 2 cards from the top of your deck; reveal up to 1 {The Seven Warlords of the Sea} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-057_r1.png
P-030_r1,Jinbe,P,Character,4,,Strike,5000,1000,Blue,1,Fish-Man/The Seven Warlords of the Sea/The Sun Pirates,[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-030_r1.png
ST03-002_r1,Edward Weevil,C,Character,3,,Slash,5000,1000,Blue,1,The Seven Warlords of the Sea,,,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST03-002_r1.png
ST03-004_r1,Gecko Moria,C,Character,4,,Special,5000,1000,Blue,1,The Seven Warlords of the Sea/Thriller Bark Pirates,[On Play] Add up to 1 {The Seven Warlords of the Sea} or {Thriller Bark Pirates} type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.,,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST03-004_r1.png
ST03-005_r2,Dracule Mihawk,C,Character,4,,Slash,5000,2000,Blue,1,The Seven Warlords of the Sea,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST03-005_r2.png
ST03-008_r2,Trafalgar Law,C,Character,1,,Slash,1000,,Blue,1,The Seven Warlords of the Sea/Heart Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Blue Donquixote Doflamingo- [ST-17],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST03-008_r2.png
