card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
EB01-015_r1,Scratchmen Apoo,R,Character,1,,Special,1000,2000,Green,2,Supernovas/On-Air Pirates,[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-015_r1.png
OP07-019_p3,Jewelry Bonney,L,Leader,,5,Special,5000,,Green,2,Supernovas/Bonney Pirates,[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Rest up to 1 of your opponent's Leader or Character cards.,,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-019_p3.png
OP07-021_r1,Urouge,R,Character,4,,Strike,5000,1000,Green,2,Supernovas/Fallen Monk Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[End of Your Turn] Set up to 1 of your DON!! cards as active.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-021_r1.png
OP07-023_r1,Caribou,UC,Character,4,,Special,5000,1000,Green,2,Supernovas/Caribou Pirates,"If you have 6 or more rested DON!! cards, this Character gains +1000 power.
[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-023_r1.png
OP07-025_r1,Coribou,C,Character,3,,Strike,3000,,Green,2,Supernovas/Caribou Pirates,[On Play] Play up to 1 [Caribou] with a cost of 4 or less from your hand rested.,,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-025_r1.png
OP07-031_r1,Bartolomeo,UC,Character,3,,Special,4000,1000,Green,2,Supernovas/Barto Club,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Your Turn] [Once Per Turn] If a Character is rested by your effect, draw 1 card and trash 1 card from your hand.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-031_r1.png
OP07-033_r1,Monkey.D.Luffy,UC,Character,5,,Strike,6000,1000,Green,2,Supernovas/Straw Hat Crew,"If you have 3 or more Characters, your Characters with a cost of 3 or less other than [Monkey.D.Luffy] cannot be K.O.'d by your opponent's effects.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-033_r1.png
OP07-034_r1,Roronoa Zoro,UC,Character,1,,Slash,2000,1000,Green,2,Supernovas/Straw Hat Crew,"[When Attacking] If you have 3 or more Characters, this Character gains +2000 power during this turn.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-034_r1.png
OP07-036_p1,Demonic Aura Nine-Sword Style Asura Demon Nine Flash,R,Event,2,,,,,Green,2,Supernovas/Straw Hat Crew,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, you may rest 1 of your Characters with a cost of 3 or more. If you do, rest up to 1 of your opponent's Characters with a cost of 5 or less.",[] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-036_p1.png
OP07-037_r1,More Pizza!!,UC,Event,1,,,,,Green,2,Supernovas/Bonney Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [More Pizza!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[] Draw 1 card.,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP07-037_r1.png
ST24-001,"Capone""Gang""Bege",C,Character,2,,Ranged,1000,1000,Green,3,Supernovas/Firetank Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If you have 6 or more rested cards, draw 1 card and trash 1 card from your hand.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST24-001.png
ST24-002,Kid & Killer,SR,Character,2,,Slash/Special,2000,1000,Green,3,Supernovas/Kid Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.
[On Your Opponent's Attack] You may trash this Character: Set up to 1 of your DON!! cards as active.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST24-002.png
ST24-003,Basil Hawkins,C,Character,4,,Slash,4000,2000,Green,3,Supernovas/Hawkins Pirates,[End of Your Turn] Set up to 1 of your DON!! cards as active.,,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST24-003.png
ST24-004,Law & Bepo,SR,Character,10,,Slash/Strike,11000,,Green,3,Minks/Supernovas/Heart Pirates,"[On Play] Rest up to 1 of your opponent's Characters and that Character will not become active in your opponent's next Refresh Phase. Then, if your opponent has 2 or more rested Characters, your Leader gains +2000 power until the end of your opponent's next End Phase.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST24-004.png
ST24-005,X.Drake,C,Character,5,,Slash,5000,2000,Green,3,Supernovas/Navy/Drake Pirates,"[On Play] If your Leader has the {Supernovas} type, rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,-Green Jewelry Bonney- [ST-24],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST24-005.png
