card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP02-093_p2,Smoker,L,Leader,,5,Special,5000,,Black,1,Navy,"[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-093_p2.png
OP02-098_r1,Koby,R,Character,3,,Strike,4000,1000,Black,1,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-098_r1.png
OP02-106_r1,Tsuru,UC,Character,1,,Wisdom,,2000,Black,1,Navy,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-106_r1.png
OP02-108_r1,Donquixote Rosinante,C,Character,2,,Special,2000,1000,Black,1,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-108_r1.png
OP02-109_r1,Jaguar.D.Saul,C,Character,4,,Strike,6000,1000,Black,1,Giant/Navy,,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-109_r1.png
OP02-113_r1,Helmeppo,UC,Character,3,,Slash,3000,1000,Black,1,Navy,"[When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle.",[] Play this card.,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-113_r1.png
OP02-116_r1,Yamakaji,C,Character,3,,Slash,5000,1000,Black,1,Navy,,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-116_r1.png
OP02-117_r1,Ice Age,UC,Event,1,,,,,Black,1,Navy,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.,[] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-117_r1.png
OP03-079_r1,Vergo,UC,Character,5,,Strike,5000,2000,Black,1,Navy/Donquixote Pirates,[DON!! x1] This Character cannot be K.O.'d in battle.,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-079_r1.png
OP03-089_r1,Brannew,R,Character,2,,Wisdom,3000,1000,Black,1,Navy,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Brannew] and add it to your hand. Then, trash the rest.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-089_r1.png
ST19-001,Smoker,C,Character,6,,Special,8000,,Black,3,Navy,[On Play] You may trash 1 black {Navy} type card from your hand: Up to 2 of your opponent's Characters with a cost of 4 or less cannot attack until the end of your opponent's next turn.,,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST19-001.png
ST19-002,Sengoku,C,Character,1,,Wisdom,1000,1000,Black,3,Navy,"[On Play] You may trash 2 black {Navy} type cards from your hand: If your Leader has the {Navy} type, draw 3 cards.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST19-002.png
ST19-003,Tashigi,SR,Character,5,,Slash,6000,1000,Black,3,Navy,"[On Play] If your Leader is [Smoker], give up to 1 of your opponent's Characters −4 cost during this turn.
[Activate: Main] [Once Per Turn] If this Character was played on this turn, trash up to 1 of your opponent's Characters with a cost of 0.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST19-003.png
ST19-004,Hina,SR,Character,4,,Special,6000,,Black,3,Navy,"[DON!! x1] [Opponent's Turn] This Character gains +4 cost.
[Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST19-004.png
ST19-005,Monkey.D.Garp,C,Character,3,,Strike,4000,1000,Black,3,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Activate: Main] [Once Per Turn] You may place 1 card from your trash at the bottom of your deck: Give up to 1 of your opponent's Characters −1 cost during this turn.",,-Black Smoker- [ST-19],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST19-005.png
