card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP09-081_p2,Marshall.D.Teach,L,Leader,,5,Special,5000,,Black,3,The Four Emperors/Blackbeard Pirates,"Your [On Play] effects are negated.
[Activate: Main] You may trash 1 card from your hand: Your opponent's [On Play] effects are negated until the end of your opponent's next turn.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-081_p2.png
OP09-083_r1,Van Augur,R,Character,5,,Ranged,6000,1000,Black,3,Blackbeard Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Blackbeard Pirates} type, give up to 1 of your opponent's Characters −3 cost during this turn.
[On K.O.] Draw 1 card.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-083_r1.png
OP09-086_r1,Jesus Burgess,R,Character,4,,Strike,5000,1000,Black,3,Blackbeard Pirates,"This Character cannot be K.O.'d by your opponent's effects.
If your Leader has the {Blackbeard Pirates} type, this Character gains +1000 power for every 4 cards in your trash.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-086_r1.png
OP09-088_r1,Shiryu,UC,Character,3,,Slash,4000,2000,Black,3,Blackbeard Pirates,[DON!! x1] [When Attacking] You may trash 2 cards from your hand: Draw 2 cards.,,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-088_r1.png
OP09-089_r1,Stronger,UC,Character,1,,Wisdom,,2000,Black,3,Animal/Blackbeard Pirates,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader has the {Blackbeard Pirates} type, draw 1 card. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-089_r1.png
OP09-090_r1,Doc Q,R,Character,2,,Special,,1000,Black,3,Blackbeard Pirates,"[Activate: Main] You may rest this Character: If your Leader has the {Blackbeard Pirates} type, K.O. up to 1 of your opponent's Characters with a cost of 1 or less.
[On K.O.] Draw 1 card.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-090_r1.png
OP09-091_r1,Vasco Shot,C,Character,2,,Special,2000,1000,Black,3,Blackbeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-091_r1.png
OP09-095_r1,Laffitte,R,Character,1,,Strike,1000,1000,Black,3,Blackbeard Pirates,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Blackbeard Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-095_r1.png
OP09-099_r1,Fullalead,C,Stage,1,,,,,Black,3,Blackbeard Pirates,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Blackbeard Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP09-099_r1.png
OP10-084_r1,Sanjuan.Wolf,C,Character,5,,Special,7000,1000,Black,3,Giant/Blackbeard Pirates,,,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP10-084_r1.png
ST27-001,Avalo Pizarro,C,Character,1,,Special,1000,1000,Black,3,Blackbeard Pirates,"[Activate: Main] [Once Per Turn] You may rest 1 of your [Fullalead] cards: If your Leader has the {Blackbeard Pirates} type, this Character gains +4000 power during this turn.
[On K.O.] Draw 1 card.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST27-001.png
ST27-002,Catarina Devon,C,Character,1,,Special,1000,2000,Black,3,Blackbeard Pirates,"[Activate: Main] You may trash this Character: If your Leader has the {Blackbeard Pirates} type, give up to 1 of your opponent's Characters −1 cost during this turn.
[On K.O.] Draw 1 card.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST27-002.png
ST27-003,Kuzan,SR,Character,6,,Special,6000,1000,Black,3,Blackbeard Pirates/Former Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On K.O.] Play up to 1 {Blackbeard Pirates} type Character card with a cost of 5 or less from your trash rested.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST27-003.png
ST27-004,Sanjuan.Wolf,C,Character,4,,Strike,6000,1000,Black,3,Giant/Blackbeard Pirates,"If your Leader has the {Blackbeard Pirates} type, this Character gains [Blocker] and +1 cost for every 4 cards in your trash.
(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Trash 1 card from your hand.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST27-004.png
ST27-005,Marshall.D.Teach,SR,Character,7,,Special,8000,,Black,3,The Four Emperors/Blackbeard Pirates,"[Activate: Main] You may rest this Character: K.O. up to 1 Character with a cost of 3 or less.
[On K.O.] Add up to 1 black card from your trash to your hand.",,-Black Marshall.D.Teach- [ST-27],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST27-005.png
