card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST30-001,Luffy & Ace,L,Leader,,4,Strike/Special,6000,,Red/Green,5,Impel Down/Whitebeard Pirates/Straw Hat Crew,"If you have a Character with 7000 base power or more, give this Leader −2000 power.
[Opponent's Turn] All of your [Portgas.D.Ace] and [Monkey.D.Luffy] cards gain +3000 power.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-001.png
ST30-001_p1,Luffy & Ace,L,Leader,,4,Strike/Special,6000,,Red/Green,5,Impel Down/Whitebeard Pirates/Straw Hat Crew,"If you have a Character with 7000 base power or more, give this Leader −2000 power.
[Opponent's Turn] All of your [Portgas.D.Ace] and [Monkey.D.Luffy] cards gain +3000 power.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-001_p1.png
ST30-002,Inazuma,C,Character,1,,Slash,2000,1000,Red,5,Impel Down/Revolutionary Army,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 Character card with 6000 power and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-002.png
ST30-002_p1,Inazuma,C,Character,1,,Slash,2000,1000,Red,5,Impel Down/Revolutionary Army,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 Character card with 6000 power and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-002_p1.png
ST30-003,Edward.Newgate,C,Character,8,,Special,6000,1000,Red,5,The Four Emperors/Whitebeard Pirates,[Your Turn] All of your Characters with 6000 base power gain +1000 power.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-003.png
ST30-003_p1,Edward.Newgate,C,Character,8,,Special,6000,1000,Red,5,The Four Emperors/Whitebeard Pirates,[Your Turn] All of your Characters with 6000 base power gain +1000 power.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-003_p1.png
ST30-004,Emporio.Ivankov,C,Character,1,,Special,2000,1000,Red,5,Impel Down/Revolutionary Army,[On Play] You may reveal 2 Character cards with 6000 power from your hand: Draw 3 cards and trash 2 cards from your hand.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-004.png
ST30-004_p1,Emporio.Ivankov,C,Character,1,,Special,2000,1000,Red,5,Impel Down/Revolutionary Army,[On Play] You may reveal 2 Character cards with 6000 power from your hand: Draw 3 cards and trash 2 cards from your hand.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-004_p1.png
ST30-005,Jozu,C,Character,5,,Strike,6000,2000,Red,5,Whitebeard Pirates,,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-005.png
ST30-005_p1,Jozu,C,Character,5,,Strike,6000,2000,Red,5,Whitebeard Pirates,,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-005_p1.png
ST30-006,Jinbe,C,Character,5,,Strike,6000,1000,Red,5,Fish-Man/Impel Down/The Sun Pirates,[On Play] You may trash 1 Character card with 6000 power from your hand: Draw 2 cards.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-006.png
ST30-006_p1,Jinbe,C,Character,5,,Strike,6000,1000,Red,5,Fish-Man/Impel Down/The Sun Pirates,[On Play] You may trash 1 Character card with 6000 power from your hand: Draw 2 cards.,,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-006_p1.png
ST30-007,Portgas.D.Ace,SR,Character,4,,Special,6000,,Red,5,Whitebeard Pirates,"[On Play] You may rest 1 of your DON!! cards: This Character gains [Rush] during this turn.
(This card can attack on the turn in which it is played.)
[When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-007.png
ST30-007_p1,Portgas.D.Ace,SR,Character,4,,Special,6000,,Red,5,Whitebeard Pirates,"[On Play] You may rest 1 of your DON!! cards: This Character gains [Rush] during this turn.
(This card can attack on the turn in which it is played.)
[When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.",,STARTER DECK EX -Luffy & Ace- [ST-30],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST30-007_p1.png
