card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP02-028_p2,Usopp (Parallel),C,Character,3,,Ranged,5000,1000,Green,1,FILM/Straw Hat Crew,,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-028_p2.png
OP02-033_p2,Jinbe (Parallel),C,Character,2,,Strike,4000,1000,Green,1,FILM/Fish-Man/Straw Hat Crew,,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-033_p2.png
OP02-034_p2,Tony Tony.Chopper (Parallel),UC,Character,2,,Wisdom,2000,2000,Green,1,FILM/Animal/Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-034_p2.png
OP02-035_p3,Trafalgar Law (Parallel),C,Character,2,,Slash,3000,1000,Green,1,FILM/Supernovas/Heart Pirates,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-035_p3.png
OP02-037_p2,Nico Robin (Parallel),UC,Character,3,,Strike,4000,1000,Green,1,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 2 or less from your hand.,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-037_p2.png
OP02-039_p2,Franky (Parallel),C,Character,5,,Special,7000,1000,Green,1,FILM/Straw Hat Crew,,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-039_p2.png
OP02-040_p2,Brook (Parallel),R,Character,4,,Slash,5000,1000,Green,1,FILM/Straw Hat Crew,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 3 or less from your hand.,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-040_p2.png
OP02-041_p3,Monkey.D.Luffy (Parallel),R,Character,7,,Strike,7000,,Green,1,FILM/Supernovas/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand.",,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-041_p3.png
OP02-043_p2,Roronoa Zoro (Parallel),C,Character,4,,Slash,6000,1000,Green,1,FILM/Supernovas/Straw Hat Crew,,,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-043_p2.png
OP02-045_p2,Three Sword Style Oni Giri (Parallel),C,Event,3,,,,,Green,1,FILM/Supernovas/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand.",[] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-045_p2.png
ST11-001,Uta,L,Leader,,5,Special,5000,,Green,2,FILM,"[DON!! x1] [When Attacking] [Once Per Turn] Reveal 1 card from the top of your deck and add up to 1 {FILM} type card to your hand. Then, place the rest at the bottom of your deck.",,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-001.png
ST11-002,Uta,SR,Character,3,,Special,4000,1000,Green,2,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[End of Your Turn] You may trash 1 Event from your hand: Set up to 1 of your {FILM} type Characters as active.",,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-002.png
ST11-003,Backlight,C,Event,2,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], choose one:
• Rest up to 1 of your opponent's Characters with a cost of 5 or less.
• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-003.png
ST11-004,New Genesis,SR,Event,1,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-004.png
ST11-005,I'm invincible,C,Event,3,,,,,Green,2,Music/FILM,[Main] Set up to 1 of your [Uta] Leader as active.,[] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,-Side Uta- [ST-11],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-005.png
