card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP03-099_p2,Charlotte Katakuri,L,Leader,,5,Strike,5000,,Yellow,1,Big Mom Pirates,"[DON!! x1] [When Attacking] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, this Leader gains +1000 power during this battle.",,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-099_p2.png
OP03-106_r1,Charlotte Opera,C,Character,4,,Special,6000,1000,Yellow,1,Big Mom Pirates,,,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-106_r1.png
OP03-107_r1,Charlotte Galette,C,Character,2,,Special,2000,1000,Yellow,1,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-107_r1.png
OP03-110_r2,Charlotte Smoothie,R,Character,4,,Special,5000,1000,Yellow,1,Big Mom Pirates,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power during this battle.,[] You may trash 1 card from your hand: Play this card.,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-110_r2.png
OP03-112_r1,Charlotte Pudding,R,Character,1,,Wisdom,2000,1000,Yellow,1,Big Mom Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or {Big Mom Pirates} type card other than [Charlotte Pudding] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-112_r1.png
OP03-115_r1,Streusen,R,Character,1,,Slash,1000,2000,Yellow,1,Big Mom Pirates,[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-115_r1.png
OP03-118_r1,Ikoku Sovereignty,UC,Event,2,,,,,Yellow,1,The Four Emperors/Big Mom Pirates,[Counter] Up to 1 of your Leader or Character cards gains +5000 power during this battle.,[] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-118_r1.png
OP03-121_r2,Thunder Bolt,C,Event,2,,,,,Yellow,1,The Four Emperors/Big Mom Pirates,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-121_r2.png
ST07-005_r1,Charlotte Daifuku,C,Character,4,,Slash,5000,1000,Yellow,1,Big Mom Pirates,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST07-005_r1.png
ST07-014_r1,Pekoms,C,Character,3,,Strike,5000,1000,Yellow,1,Minks/Big Mom Pirates,,,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST07-014_r1.png
ST20-001,Charlotte Katakuri,SR,Character,5,,Strike,6000,1000,Yellow,3,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST20-001.png
ST20-002,Charlotte Cracker,C,Character,4,,Slash,5000,1000,Yellow,3,Big Mom Pirates,"[Once Per Turn] If this Character would be K.O.'d by an effect, you may trash 1 card from the top of your Life cards instead.",[] You may trash 1 card from your hand: Play this card.,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST20-002.png
ST20-003,Charlotte Brulee,C,Character,3,,Special,3000,2000,Yellow,3,Big Mom Pirates,,"[] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, add this card to your hand.",-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST20-003.png
ST20-004,Charlotte Pudding,C,Character,3,,Wisdom,2000,1000,Yellow,3,Big Mom Pirates,[On Play] You may add 1 card from the top of your Life cards to your hand: Set up to 1 of your {Big Mom Pirates} type Characters with a cost of 3 or less as active.,[] Rest up to 1 of your opponent's Characters with a cost of 3 or less.,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST20-004.png
ST20-005,Charlotte Linlin,SR,Character,6,,Special,7000,,Yellow,3,The Four Emperors/Big Mom Pirates,"[On Play] You may trash 1 card from your hand: Your opponent chooses one:
• Your opponent trashes 2 cards from their hand.
• Trash 1 card from the top of your opponent's Life cards.",,-Yellow Charlotte Katakuri- [ST-20],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST20-005.png
