card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST29-001,Monkey.D.Luffy,L,Leader,,6,Strike,5000,,Yellow,4,Egghead/The Four Emperors/Straw Hat Crew,"[When Attacking] If you have 2 or less Life cards, draw 1 card and trash 1 card from your hand.",,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-001.png
ST29-001_p1,Monkey.D.Luffy,L,Leader,,6,Strike,5000,,Yellow,4,Egghead/The Four Emperors/Straw Hat Crew,"[When Attacking] If you have 2 or less Life cards, draw 1 card and trash 1 card from your hand.",,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-001_p1.png
ST29-002,Usopp,C,Character,3,,Ranged,4000,1000,Yellow,4,Egghead/Straw Hat Crew,[On Play]/[When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-002.png
ST29-002_p1,Usopp,C,Character,3,,Ranged,4000,1000,Yellow,4,Egghead/Straw Hat Crew,[On Play]/[When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-002_p1.png
ST29-003,Kaku,C,Character,4,,Slash,5000,1000,Yellow,4,Egghead/CP0,"If the number of your Life cards is equal to or less than the number of your opponent's Life cards, this Character gains +1000 power.",[] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-003.png
ST29-003_p1,Kaku,C,Character,4,,Slash,5000,1000,Yellow,4,Egghead/CP0,"If the number of your Life cards is equal to or less than the number of your opponent's Life cards, this Character gains +1000 power.",[] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-003_p1.png
ST29-004,Sanji,SR,Character,4,,Strike,5000,1000,Yellow,4,Egghead/Straw Hat Crew,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[] You may trash 1 card from your hand: Play this card.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-004.png
ST29-004_p1,Sanji,SR,Character,4,,Strike,5000,1000,Yellow,4,Egghead/Straw Hat Crew,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[] You may trash 1 card from your hand: Play this card.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-004_p1.png
ST29-005,Jinbe,C,Character,6,,Strike,5000,2000,Yellow,4,Fish-Man/Egghead/Straw Hat Crew,,"[] If your Leader is [Monkey.D.Luffy], play this card.",-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-005.png
ST29-005_p1,Jinbe,C,Character,6,,Strike,5000,2000,Yellow,4,Fish-Man/Egghead/Straw Hat Crew,,"[] If your Leader is [Monkey.D.Luffy], play this card.",-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-005_p1.png
ST29-006,Stussy,C,Character,6,,Special,7000,2000,Yellow,4,Egghead,,,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-006.png
ST29-006_p1,Stussy,C,Character,6,,Special,7000,2000,Yellow,4,Egghead,,,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-006_p1.png
ST29-007,Tony Tony.Chopper,C,Character,4,,Wisdom,5000,1000,Yellow,4,Animal/Egghead/Straw Hat Crew,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,[] Up to 1 of your [Monkey.D.Luffy] cards gains +2000 power during this turn.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-007.png
ST29-007_p1,Tony Tony.Chopper,C,Character,4,,Wisdom,5000,1000,Yellow,4,Animal/Egghead/Straw Hat Crew,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,[] Up to 1 of your [Monkey.D.Luffy] cards gains +2000 power during this turn.,-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-007_p1.png
ST29-008,Nami,C,Character,3,,Special,1000,1000,Yellow,4,Egghead/Straw Hat Crew,"If your {Egghead} type Character would be K.O.'d by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead.","[] If your Leader is [Monkey.D.Luffy], play this card.",-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-008.png
ST29-008_p1,Nami,C,Character,3,,Special,1000,1000,Yellow,4,Egghead/Straw Hat Crew,"If your {Egghead} type Character would be K.O.'d by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead.","[] If your Leader is [Monkey.D.Luffy], play this card.",-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-008_p1.png
ST29-009,Nico Robin,C,Character,4,,Strike,2000,2000,Yellow,4,Egghead/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)","[] If your Leader is [Monkey.D.Luffy], play this card.",-EGGHEAD- [ST-29],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST29-009.png
