card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST22-001,Ace & Newgate,L,Leader,,5,Special,5000,,Blue,3,The Four Emperors/Whitebeard Pirates,"[Activate: Main] [Once Per Turn] You may reveal 1 card with a type including ""Whitebeard Pirates"" from your hand: Draw 1 card and place the revealed card at the top of your deck.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-001.png
ST22-001_p1,Ace & Newgate,L,Leader,,5,Special,5000,,Blue,3,The Four Emperors/Whitebeard Pirates,"[Activate: Main] [Once Per Turn] You may reveal 1 card with a type including ""Whitebeard Pirates"" from your hand: Draw 1 card and place the revealed card at the top of your deck.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-001_p1.png
ST22-002,Izo,SR,Character,1,,Ranged,,1000,Blue,3,Land of Wano/Whitebeard Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
[On Your Opponent's Attack] You may trash this Character: Draw 1 card and place 1 card from your hand at the bottom of your deck.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-002.png
ST22-002_p1,Izo,SR,Character,1,,Ranged,,1000,Blue,3,Land of Wano/Whitebeard Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
[On Your Opponent's Attack] You may trash this Character: Draw 1 card and place 1 card from your hand at the bottom of your deck.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-002_p1.png
ST22-003,Edward.Newgate,C,Character,9,,Special,10000,,Blue,3,The Four Emperors/Whitebeard Pirates,"[Double Attack] (This card deals 2 damage.)
[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-003.png
ST22-003_p1,Edward.Newgate,C,Character,9,,Special,10000,,Blue,3,The Four Emperors/Whitebeard Pirates,"[Double Attack] (This card deals 2 damage.)
[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-003_p1.png
ST22-004,Elmy,C,Character,3,,Strike,5000,1000,Blue,3,Whitebeard Pirates Allies,,,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-004.png
ST22-004_p1,Elmy,C,Character,3,,Strike,5000,1000,Blue,3,Whitebeard Pirates Allies,,,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-004_p1.png
ST22-005,Kouzuki Oden,SR,Character,7,,Slash,8000,,Blue,3,Land of Wano/Kouzuki Clan/Whitebeard Pirates,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead.
[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand: Set this Character as active.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-005.png
ST22-005_p1,Kouzuki Oden,SR,Character,7,,Slash,8000,,Blue,3,Land of Wano/Kouzuki Clan/Whitebeard Pirates,"If this Character would be removed from the field by your opponent's effect, you may trash 2 cards from your hand instead.
[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards and return 1 of your Characters other than this Character to the owner's hand: Set this Character as active.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-005_p1.png
ST22-006,Jozu,C,Character,7,,Strike,8000,1000,Blue,3,Whitebeard Pirates,"[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-006.png
ST22-006_p1,Jozu,C,Character,7,,Strike,8000,1000,Blue,3,Whitebeard Pirates,"[On Play] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", draw 2 cards and trash 1 card from your hand.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-006_p1.png
ST22-007,Squard,C,Character,1,,Slash,2000,1000,Blue,3,Whitebeard Pirates Allies,"[Activate: Main] [Once Per Turn] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-007.png
ST22-007_p1,Squard,C,Character,1,,Slash,2000,1000,Blue,3,Whitebeard Pirates Allies,"[Activate: Main] [Once Per Turn] Reveal 1 card from the top of your deck. If that card's type includes ""Whitebeard Pirates"", give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-007_p1.png
ST22-008,Decalvan Brothers,C,Character,2,,Strike,4000,1000,Blue,3,Whitebeard Pirates Allies,,,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-008.png
ST22-008_p1,Decalvan Brothers,C,Character,2,,Strike,4000,1000,Blue,3,Whitebeard Pirates Allies,,,-Ace & Newgate- [ST-22],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST22-008_p1.png
