card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
P-029_r1,Bartolomeo,P,Character,2,,Special,3000,1000,Green,1,FILM/Supernovas/Barto Club,[End of Your Turn] You may rest this Character: Set up to 1 of your {FILM} type Characters other than [Bartolomeo] as active.,,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-029_r1.png
P-057_p1,Fleeting Lullaby,P,Event,3,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.",[] Activate this card's [Main] effect.,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-057_p1.png
P-058_p1,Where the Wind Blows,P,Event,2,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn.",[] Set all of your {FILM} type Characters as active.,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-058_p1.png
P-059_p1,The World's Continuation,P,Event,2,,,,,Green,2,Music/FILM,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-059_p1.png
P-060_p1,Tot Musica,P,Event,2,,,,,Green,2,Music/FILM,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.,,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-060_p1.png
P-061_r1,Monkey.D.Luffy,P,Character,8,,Strike,10000,1000,Green,2,FILM/Straw Hat Crew,,,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/P-061_r1.png
ST11-001_p1,Uta,L,Leader,,5,Special,5000,,Green,2,FILM,"[DON!! x1] [When Attacking] [Once Per Turn] Reveal 1 card from the top of your deck and add up to 1 {FILM} type card to your hand. Then, place the rest at the bottom of your deck.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-001_p1.png
ST11-003_p2,Backlight,C,Event,2,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], choose one:
• Rest up to 1 of your opponent's Characters with a cost of 5 or less.
• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-003_p2.png
ST11-004_p2,New Genesis,SR,Event,1,,,,,Green,2,Music/FILM,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-004_p2.png
ST11-005_p2,I'm invincible,C,Event,3,,,,,Green,2,Music/FILM,[Main] Set up to 1 of your [Uta] Leader as active.,[] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST11-005_p2.png
ST16-001,Uta,SR,Character,4,,Special,6000,,Green,3,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST16-001.png
ST16-002,Gordon,C,Character,2,,Wisdom,,1000,Green,3,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST16-002.png
ST16-003,Charlotte Katakuri,C,Character,3,,Strike,4000,1000,Green,3,FILM/Big Mom Pirates,"If your Leader has the {FILM} type and you have 6 or more rested cards, this Character gains +2000 power.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST16-003.png
ST16-004,Shanks,SR,Character,9,,Slash,11000,,Green,3,FILM/The Four Emperors/Red-Haired Pirates,[On Play] K.O. up to 1 of your opponent's rested Characters.,,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST16-004.png
ST16-005,Monkey.D.Luffy,C,Character,2,,Strike,3000,2000,Green,3,FILM/Supernovas/Straw Hat Crew,"If you have a rested [Uta], this Character gains +1000 power.",,-Green Uta- [ST-16],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST16-005.png
