card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
OP01-016_p3,Nami (Parallel),R,Character,1,,Special,2000,1000,Red,1,Straw Hat Crew,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p3.png
OP01-025_p2,Roronoa Zoro (Parallel),SR,Character,3,,Slash,5000,,Red,1,Supernovas/Straw Hat Crew,[Rush] (This card can attack on the turn in which it is played.),,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-025_p2.png
ST10-001,Trafalgar Law,L,Leader,,4,Slash,5000,,Red/Purple,2,Heart Pirates,"[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck, and play up to 1 Character card with a cost of 4 or less from your hand.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-001.png
ST10-002,Monkey.D.Luffy,L,Leader,,3,Strike,6000,,Red/Purple,2,Straw Hat Crew,"[Activate: Main] [Once Per Turn] If you have 0 DON!! cards on your field or 8 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-002.png
ST10-003,"Eustass""Captain""Kid",L,Leader,,5,Special,5000,,Red/Purple,2,Kid Pirates,"[Your Turn] If you have 4 or more Life cards, give this Leader −1000 power.
[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Leader gains +2000 power during this turn.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-003.png
ST10-004,Sanji,C,Character,6,,Strike,6000,1000,Red,2,Straw Hat Crew,"[On Play] If your opponent has a Character with 5000 or more power, this Character gains [Rush] during this turn.
(This card can attack on the turn in which it is played.)",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-004.png
ST10-005,Jinbe,C,Character,2,,Strike,2000,2000,Red,2,Fish-Man/Straw Hat Crew,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-005.png
ST10-006,Monkey.D.Luffy,SR,Character,10,,Strike,11000,,Red,2,Straw Hat Crew,"[Rush] (This card can attack on the turn in which it is played.)
[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-006.png
ST10-007,Killer,C,Character,5,,Slash,6000,1000,Purple,2,Kid Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-007.png
ST10-008,Shachi & Penguin,C,Character,4,,Ranged,5000,2000,Purple,2,Heart Pirates,"[On Play] If you have 3 or less DON!! cards on your field, add up to 2 DON!! cards from your DON!! deck and rest them.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-008.png
ST10-009,Jean Bart,C,Character,4,,Strike,5000,1000,Purple,2,Heart Pirates,[On Play] ➀ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active.,,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-009.png
ST10-010,Trafalgar Law,SR,Character,4,,Slash,5000,1000,Purple,2,Heart Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.",,-The Three Captains- [ST-10],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST10-010.png
