card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
ST09-001,Yamato,L,Leader,,5,Strike,5000,,Yellow,1,Land of Wano,"[DON!! x1] [Opponent's Turn] If you have 2 or less Life cards, this Leader gains +1000 power.",,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-001.png
ST09-002,Uzuki Tempura,C,Character,4,,Slash,5000,1000,Yellow,1,Land of Wano,,[] Rest up to 1 of your opponent's Characters with a cost of 2 or less and add this card to your hand.,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-002.png
ST09-003,Ulti,C,Character,4,,Strike,6000,1000,Yellow,1,Animal Kingdom Pirates,,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-003.png
ST09-004,Kaido,C,Character,4,,Special,5000,1000,Yellow,1,The Four Emperors/Animal Kingdom Pirates,"[DON!! x1] If you have 2 or less Life cards, this Character cannot be K.O.'d in battle.",,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-004.png
ST09-005,Kouzuki Oden,SR,Character,7,,Slash,7000,,Yellow,1,Land of Wano/Kouzuki Clan,"[DON!! x1] This Character gains [Double Attack].
(This card deals 2 damage.)
[On K.O.] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.",,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-005.png
ST09-006,Kouzuki Momonosuke,C,Character,2,,Special,4000,1000,Yellow,1,Land of Wano/Kouzuki Clan,,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-006.png
ST09-007,Shinobu,C,Character,3,,Special,2000,,Yellow,1,Land of Wano,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Block] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +4000 power during this battle.",,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-007.png
ST09-008,Shimotsuki Ushimaru,C,Character,5,,Slash,6000,,Yellow,1,Land of Wano,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 yellow {Land of Wano} type Character card with a cost of 4 or less from your hand.,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-008.png
ST09-009,Fugetsu Omusubi,C,Character,3,,Slash,4000,1000,Yellow,1,Land of Wano,,[] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-009.png
ST09-010,Portgas.D.Ace,SR,Character,6,,Special,7000,,Yellow,1,Land of Wano/Whitebeard Pirates,"[Once Per Turn] If this Character would be K.O.'d, you may trash 1 card from the top or bottom of your Life cards instead.",,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-010.png
ST09-011,Monkey.D.Luffy,C,Character,3,,Strike,5000,1000,Yellow,1,Land of Wano/Straw Hat Crew,,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-011.png
ST09-012,Yamato,C,Character,3,,Strike,3000,2000,Yellow,1,Land of Wano,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power until the start of your next turn.,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-012.png
ST09-013,Yamato,C,Character,5,,Special,7000,1000,Yellow,1,Land of Wano,,,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-013.png
ST09-014,Narikabura Arrow,C,Event,1,,,,,Yellow,1,Land of Wano,"[Counter] If you have 2 or less Life cards, give up to 1 of your opponent's Leader or Character cards ?3000 power during this turn.",[] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-014.png
ST09-015,Thunder Bagua,C,Event,2,,,,,Yellow,1,Land of Wano,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of the owner's Life cards face-up.",[] Draw 1 card.,-Side Yamato- [ST-09],https://asia-en.onepiece-cardgame.com/images/cardlist/card/ST09-015.png
